date,Uriah,Veylan,Sofi,Neve,Elliot,Riella,Dash,Dario,Eleanor,Mary,Erin,Taj,Silas,Beatrice,Willa
10-15-01,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0
10-15-11,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0
10-15-21,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0
10-15-31,0,0,0,0,0,42,34,0,0,0,0,0,0,0,0,0
10-15-41,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0
10-15-51,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0
10-16-01,0,0,0,0,0,34,33,0,0,0,0,0,0,0,0,0
10-16-11,0,0,0,0,0,34,34,0,0,0,0,0,0,0,0,0
10-16-21,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
10-16-51,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
10-17-11,0,32,0,0,0,0,35,0,0,0,0,0,0,0,0,0
10-17-21,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0
10-17-31,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0
10-18-01,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
10-18-11,0,0,35,0,0,0,32,0,0,0,0,0,0,32,0,0
10-18-21,0,0,34,0,0,0,36,0,0,0,0,0,0,0,0,0
10-18-31,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
10-18-51,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
10-19-01,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0
10-19-31,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
10-19-41,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0
10-19-51,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0
10-20-21,0,33,36,0,0,0,0,0,0,0,0,0,0,0,0,0
10-20-31,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-21-01,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0
10-21-11,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
10-21-21,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
10-21-31,0,35,0,0,0,34,0,0,0,0,0,0,0,0,34,0
10-21-41,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
10-21-51,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0
10-22-01,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
10-22-41,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0
10-23-01,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
10-23-11,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0
10-23-21,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0
10-23-41,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
10-23-51,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0
10-24-01,0,37,39,34,0,0,0,0,0,0,0,0,0,0,0,0
10-24-11,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0
10-24-21,0,36,39,0,0,0,0,0,0,0,0,0,0,36,0,0
10-24-31,0,33,0,0,0,0,0,35,0,0,0,0,0,0,0,0
10-24-41,36,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0
10-24-51,37,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0
10-25-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0
10-25-11,39,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
10-25-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0
10-25-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0
10-25-51,34,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0
10-26-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0
10-26-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0
10-26-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0
10-26-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0
10-26-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
10-26-51,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-27-01,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
10-27-11,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
10-27-21,36,35,0,0,0,0,43,0,0,0,0,0,0,0,0,0
10-27-31,0,32,0,0,0,0,32,0,0,0,0,0,0,0,0,0
10-27-41,37,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0
10-27-51,38,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0
10-28-01,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
10-28-11,0,46,0,0,0,0,0,0,0,0,0,35,0,0,0,0
10-28-21,36,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0
10-28-31,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0
10-28-41,40,0,0,0,0,0,35,0,0,0,0,0,0,0,34,0
10-28-51,39,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0
10-29-01,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0
10-29-11,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0
10-29-21,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
10-29-31,0,0,37,33,0,0,0,0,0,0,0,0,0,0,0,0
10-29-41,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0
10-29-51,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
10-30-01,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
10-30-11,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
10-30-21,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0
10-30-31,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0
10-30-41,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
10-30-51,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
10-31-01,0,0,0,0,0,0,0,0,33,0,0,0,0,36,0,0
10-31-11,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0
10-31-21,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0
10-31-31,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0
10-31-41,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0
10-31-51,0,0,0,37,0,0,0,0,0,0,0,0,0,34,0,0
10-32-31,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0
10-32-51,0,0,39,0,0,0,0,0,0,0,0,0,0,34,0,0
10-33-01,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0
10-33-11,0,0,32,0,0,0,0,0,0,0,0,0,0,33,0,0
10-33-21,0,0,34,0,0,0,0,0,0,0,0,0,0,0,33,0
10-33-51,0,0,36,0,0,0,0,0,0,0,0,0,0,33,0,0
10-34-31,0,0,0,0,0,0,0,0,34,0,0,0,0,33,0,0
10-35-11,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
10-35-21,34,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0
10-35-31,0,0,46,53,0,0,0,0,0,0,0,0,0,0,0,0
10-35-41,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
10-35-51,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0
10-36-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
10-36-11,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
10-36-21,32,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0
10-36-31,0,0,36,32,0,0,38,0,0,0,0,0,0,0,0,0
10-36-41,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-36-51,36,0,0,35,0,0,33,0,0,0,0,0,0,0,33,0
10-37-01,0,0,0,0,0,0,37,0,0,0,0,0,0,0,35,0
10-37-11,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0
10-37-21,0,0,0,0,0,33,0,0,0,0,0,0,0,0,36,0
10-37-31,0,0,0,0,0,38,0,0,0,0,0,0,0,0,33,0
10-37-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
10-37-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0
10-38-01,0,33,0,0,0,0,0,0,0,0,0,0,0,0,32,0
10-38-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0
10-38-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0
10-38-41,0,0,0,0,0,36,0,0,0,0,0,0,0,33,35,0
10-38-51,34,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0
10-39-01,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-39-11,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
10-39-21,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0
10-39-41,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0
10-40-01,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0
10-40-11,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-40-21,0,0,45,38,0,0,0,0,0,0,0,0,0,0,38,0
10-40-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0
10-40-51,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0
10-41-01,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0
10-41-21,0,0,0,0,0,0,34,0,32,0,0,0,0,0,34,0
10-41-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0
10-41-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0
10-41-51,0,0,0,0,0,0,37,36,0,0,0,0,0,0,35,0
10-42-01,0,0,32,0,0,0,46,0,0,0,0,0,0,0,0,0
10-42-11,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0
10-42-21,0,0,0,0,0,0,40,34,0,0,0,0,0,0,0,0
10-42-31,0,0,0,0,0,0,42,33,0,0,0,0,0,0,0,0
10-42-41,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0
10-42-51,0,0,0,0,0,0,45,50,0,0,0,0,0,0,0,0
10-43-01,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0
10-43-21,0,0,0,0,0,0,46,48,33,0,0,0,0,0,0,0
10-43-31,0,0,0,0,0,0,34,35,0,0,0,0,0,0,0,0
10-43-41,33,0,0,0,0,0,33,0,34,0,0,0,0,0,0,0
10-43-51,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0
10-44-01,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-44-11,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0
10-44-21,0,44,0,0,0,0,0,0,0,0,0,0,0,32,32,0
10-44-31,0,0,0,0,0,32,0,0,0,0,0,0,0,32,0,0
10-44-51,0,0,0,0,0,38,0,0,0,0,0,0,0,32,0,0
10-45-01,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0
10-45-11,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
10-45-31,0,0,0,0,0,35,0,0,0,0,0,0,0,0,33,0
10-45-41,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
10-46-31,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0
10-46-41,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0
10-46-51,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0
10-47-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0
10-47-11,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
10-47-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0
10-47-31,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-47-41,0,0,0,0,0,33,0,0,0,0,0,0,0,33,36,0
10-47-51,0,0,0,0,0,0,0,0,0,0,0,0,0,33,41,0
10-48-01,0,0,0,0,0,33,0,0,0,0,0,0,0,0,35,0
10-48-11,0,0,0,0,0,34,0,0,0,0,0,0,0,0,36,0
10-48-21,0,0,0,0,0,33,41,0,0,0,0,0,0,34,0,0
10-48-31,0,0,0,0,0,33,38,0,0,0,0,0,0,34,34,0
10-48-41,0,0,0,0,0,34,33,0,0,0,0,0,0,34,38,0
10-48-51,0,0,0,0,0,0,0,34,0,0,0,0,0,35,35,0
10-49-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0
10-49-11,0,0,0,0,0,33,0,0,0,0,0,0,0,35,0,0
10-49-21,0,0,0,0,0,35,0,0,0,0,0,0,0,35,33,0
10-49-31,0,0,0,0,0,0,34,0,0,0,0,0,0,32,40,0
10-49-41,0,0,0,0,0,0,43,0,0,0,0,0,0,33,35,0
10-49-51,0,0,0,0,0,34,0,0,0,0,0,0,0,34,0,0
10-50-01,0,0,0,0,0,40,34,0,0,0,0,0,0,34,0,0
10-50-11,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0
10-50-31,0,0,0,0,0,41,41,0,0,0,0,0,0,0,0,0
10-50-41,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0
10-50-51,0,0,0,0,0,47,32,0,0,0,0,0,0,32,0,0
10-51-01,0,0,0,0,0,43,0,0,0,0,0,0,0,32,0,0
10-51-11,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
10-51-21,0,0,0,0,0,0,35,0,0,0,0,0,0,32,0,0
10-51-31,0,0,0,0,0,0,34,0,0,0,0,0,0,32,0,0
10-51-41,0,0,0,0,0,36,35,0,0,0,0,0,0,32,0,0
10-51-51,41,0,0,0,0,0,40,0,0,0,0,0,0,33,33,0
10-52-01,0,0,0,0,0,0,0,0,0,0,0,0,0,34,33,0
10-52-11,0,0,0,0,0,45,0,0,0,0,0,0,0,0,34,0
10-52-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
10-52-41,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
10-52-51,33,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
10-53-01,34,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0
10-53-11,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-53-31,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0
10-53-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0
10-53-51,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0
10-54-01,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
10-54-21,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0
10-54-31,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0
10-55-01,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-55-11,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-55-21,36,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0
10-55-31,41,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0
10-56-21,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-56-31,33,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0
10-56-41,39,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
10-56-51,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
10-57-01,0,0,32,0,0,0,41,0,0,0,0,0,0,0,0,0
10-57-11,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
10-57-21,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
10-57-31,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0
10-57-41,0,0,35,0,0,0,61,0,0,0,0,0,0,0,0,0
10-57-51,35,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0
10-58-21,36,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0
10-58-41,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0
10-58-51,0,0,34,0,0,0,32,0,0,0,0,0,0,0,0,0
10-59-01,0,0,0,0,0,0,37,0,33,0,0,0,0,0,0,0
10-59-11,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0
10-59-21,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
10-59-41,0,0,0,0,0,35,0,0,0,0,0,0,0,0,32,0
10-59-51,33,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
11-00-01,0,0,0,0,0,33,0,0,0,0,0,0,0,0,34,0
11-00-11,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0
11-00-21,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
11-00-31,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
11-00-41,0,0,0,0,0,0,0,0,0,0,0,0,0,35,33,0
11-00-51,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
11-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
11-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
11-01-41,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0
11-01-51,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0
11-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0
11-02-11,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0
11-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0
11-02-31,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0
11-02-41,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0
11-02-51,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0
11-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0
11-03-11,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0
11-03-21,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0
11-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0
11-03-41,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0
11-03-51,0,0,0,0,0,0,0,0,0,0,0,0,0,41,32,0
11-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0
11-04-11,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0
11-04-21,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0
11-04-31,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0
11-04-41,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0
11-04-51,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
11-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0
11-05-11,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0
11-05-21,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0
11-05-31,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0
11-05-41,0,0,0,0,0,0,33,0,0,0,0,0,0,34,0,0
11-05-51,0,0,0,0,0,0,32,0,0,0,0,0,0,35,0,0
11-06-01,0,0,0,0,0,0,36,0,34,0,0,0,0,35,0,0
11-06-11,0,0,0,0,0,0,35,0,33,0,0,0,0,36,0,0
11-06-21,0,0,0,0,0,0,34,0,34,0,0,0,0,38,0,0
11-06-31,0,0,0,0,0,0,34,0,0,0,0,0,0,38,0,0
11-06-41,0,0,0,0,0,0,39,0,0,0,0,0,0,38,0,0
11-06-51,0,0,0,0,0,0,38,0,39,0,0,0,0,39,0,0
11-07-01,0,0,0,0,0,0,36,0,32,0,0,0,0,0,0,0
11-07-11,0,0,0,0,0,0,0,0,39,0,0,0,0,35,0,0
11-07-21,0,32,0,0,0,0,36,0,0,0,0,0,0,36,0,0
11-07-31,0,0,0,0,0,0,40,0,0,0,0,0,0,34,0,0
11-07-41,0,0,0,0,0,0,41,0,0,0,0,0,0,34,0,0
11-07-51,0,0,0,0,0,0,40,0,0,0,0,0,0,35,0,0
11-08-01,0,32,0,0,0,0,34,0,0,0,0,0,0,34,0,0
11-08-11,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
11-08-21,0,32,0,0,0,0,34,0,0,0,0,0,0,0,0,0
11-08-31,0,38,0,0,0,0,33,0,0,0,0,0,0,0,0,0
11-08-51,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0
11-09-01,0,34,0,0,0,0,0,0,37,0,0,0,0,36,0,0
11-09-11,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0
11-09-21,0,0,0,0,0,0,36,0,0,0,0,0,0,39,0,0
11-09-31,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0
11-09-41,0,0,0,0,0,0,32,0,0,0,0,0,0,37,0,0
11-09-51,0,0,0,0,0,0,33,0,0,0,0,0,0,35,0,0
11-10-01,0,0,0,32,0,0,33,0,0,0,0,0,0,38,0,0
11-10-11,0,0,0,0,0,0,34,0,0,0,0,0,0,50,0,0
11-10-21,0,0,0,0,0,0,0,0,0,0,0,0,0,39,33,0
11-10-31,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0
11-10-41,32,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0
11-10-51,0,0,0,0,0,0,0,0,0,0,0,0,0,41,32,0
11-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
11-11-11,40,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0
11-11-21,0,0,0,0,0,0,34,0,0,0,0,0,0,37,34,0
11-11-31,0,0,0,0,0,0,0,0,0,0,0,0,32,0,32,0
11-11-41,0,0,0,0,0,0,38,0,0,0,0,0,0,38,0,0
11-11-51,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0
11-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0
11-12-11,0,0,0,0,0,0,0,0,0,0,0,0,0,44,37,0
11-12-21,0,0,35,0,0,0,35,0,0,0,0,0,0,0,46,0
11-12-31,0,0,0,0,0,0,37,0,0,0,0,0,0,35,38,0
11-12-41,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0
11-12-51,0,0,0,0,0,0,49,0,0,0,0,0,0,0,34,0
11-13-01,0,0,0,0,0,0,54,0,0,0,0,0,34,0,0,0
11-13-11,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0
11-13-21,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0
11-13-31,0,0,0,0,0,0,51,0,0,0,0,0,0,0,35,0
11-13-41,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0
11-13-51,0,0,0,0,0,0,45,0,0,0,0,0,0,0,34,0
11-14-01,0,34,0,0,0,0,0,0,0,0,0,0,0,34,0,0
11-14-11,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0
11-14-21,0,33,0,0,0,0,0,0,40,0,0,0,0,0,0,0
11-14-31,0,0,0,0,0,0,34,0,33,0,0,0,0,32,0,0
11-14-41,0,34,0,0,0,0,37,0,0,0,0,0,0,38,35,0
11-14-51,0,0,36,0,0,0,33,0,0,0,0,0,0,0,0,0
11-15-01,0,34,0,0,0,0,44,0,0,0,0,0,0,32,32,0
11-15-11,0,38,0,32,0,0,33,0,0,0,0,0,0,0,0,0
11-15-21,0,38,37,0,0,0,38,0,0,0,0,0,0,32,32,0
11-15-31,0,39,33,34,0,0,0,0,0,0,0,0,0,34,0,0
11-15-41,0,40,0,0,0,0,0,0,0,0,0,0,0,34,0,0
11-15-51,0,32,0,34,0,0,37,0,0,0,0,0,0,32,0,0
11-16-01,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
11-16-11,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
11-16-21,0,0,32,0,0,0,34,0,0,0,0,0,0,32,0,0
11-16-31,0,0,34,0,0,0,35,0,0,0,0,0,0,32,0,0
11-16-41,0,32,32,0,0,0,33,0,0,0,0,0,0,36,0,0
11-16-51,0,0,32,32,0,0,0,0,0,0,0,0,0,34,0,0
11-17-01,0,0,0,0,0,0,43,0,0,0,0,0,0,33,0,0
11-17-11,0,0,0,0,0,0,52,0,0,0,0,0,0,37,0,0
11-17-21,0,0,0,0,0,0,43,0,0,0,0,0,0,36,0,0
11-17-31,0,0,0,0,0,0,44,0,0,0,0,0,0,35,0,0
11-17-41,0,0,0,0,0,0,46,0,0,0,0,0,0,39,0,0
11-17-51,0,0,0,0,0,0,38,0,0,0,0,0,0,35,0,0
11-18-01,0,0,0,0,0,0,43,0,0,0,0,0,0,32,0,0
11-18-11,0,0,0,0,0,0,49,0,0,0,0,0,0,35,0,0
11-18-21,0,0,0,0,0,0,34,0,0,0,0,0,0,32,0,0
11-18-41,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
11-18-51,0,0,0,0,0,0,33,0,0,0,0,0,0,37,0,0
11-19-01,0,0,0,0,0,0,32,0,0,0,0,0,0,34,0,0
11-19-11,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
11-19-21,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
11-19-31,0,0,0,0,0,0,44,0,0,0,0,0,0,32,0,0
11-19-41,0,37,0,0,0,0,63,0,0,0,0,0,0,36,0,0
11-19-51,0,33,0,0,0,0,39,0,0,0,0,0,0,32,34,0
11-20-01,0,0,0,0,0,0,37,0,0,0,0,0,0,32,0,0
11-20-11,0,0,0,0,0,0,33,0,0,0,0,0,0,0,38,0
11-20-21,0,0,0,0,0,0,36,40,0,0,0,0,0,33,0,0
11-20-31,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0
11-20-41,0,0,0,0,0,0,38,32,0,0,0,0,0,0,0,0
11-20-51,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
11-21-01,0,0,33,0,0,36,0,0,0,0,0,0,0,0,0,0
11-21-11,0,0,0,0,0,0,32,0,0,0,0,0,0,32,0,0
11-21-21,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0
11-21-31,0,34,0,0,0,0,35,32,0,0,0,0,0,32,0,0
11-21-41,0,0,0,0,0,0,34,0,0,0,0,0,0,39,0,0
11-22-01,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
11-22-11,0,0,0,0,0,0,33,0,0,0,0,0,0,33,0,0
11-22-31,0,0,0,0,0,0,40,0,0,0,0,0,0,35,0,0
11-22-41,0,33,0,0,0,0,0,0,0,0,0,0,0,32,0,32
11-22-51,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
11-23-01,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
11-23-21,0,0,0,0,0,0,33,0,0,0,0,0,0,32,0,0
11-23-31,0,0,0,0,0,0,36,0,0,0,0,0,0,35,0,0
11-23-41,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
11-23-51,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0
11-24-01,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
11-24-21,0,0,0,0,0,0,37,0,0,0,0,0,0,34,32,0
11-24-31,0,0,0,0,0,0,32,0,0,0,0,0,0,36,0,0
11-24-41,0,0,0,0,0,0,34,0,0,0,0,0,0,37,32,0
11-24-51,0,0,0,0,0,0,34,0,0,0,0,0,0,36,0,0
11-25-01,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
11-25-31,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0
11-25-41,0,32,0,0,0,0,36,0,0,0,0,0,0,0,0,0
11-25-51,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0
11-26-01,0,0,0,0,0,0,33,0,0,0,0,0,0,33,41,0
11-26-11,0,0,0,0,0,0,32,0,0,0,0,0,0,33,0,0
11-26-21,0,34,0,0,0,0,32,0,0,0,0,0,0,33,34,0
11-26-31,0,0,0,0,0,0,34,0,0,0,0,0,0,35,32,0
11-26-41,0,0,0,0,0,0,55,0,0,0,0,0,0,38,0,0
11-26-51,0,0,0,0,0,0,40,0,0,0,0,0,0,33,0,0
