date,Uriah,Veylan,Neve,Elliot,Riella,Dash,Dario,Eleanor,Bodhi,Mary,Erin,Taj,Silas,Beatrice,Willa
10-00-01,0,49,0,0,0,49,0,0,31,0,0,0,0,57,0,0
10-00-11,51,49,0,0,0,50,0,0,0,0,0,0,0,57,0,0
10-00-21,0,46,0,0,0,52,0,0,0,0,0,0,0,56,0,0
10-00-31,0,44,0,0,0,48,0,0,0,0,0,0,0,58,0,0
10-00-41,0,40,0,0,0,50,0,0,0,0,0,0,0,57,0,0
10-00-51,0,38,0,0,0,50,0,0,0,0,0,0,0,57,0,0
10-01-01,0,40,0,0,0,52,0,0,31,0,0,0,0,57,0,0
10-01-11,0,33,0,0,0,51,0,0,0,0,0,0,0,57,0,0
10-01-21,0,33,0,0,0,50,0,0,0,0,0,0,0,57,0,0
10-01-31,0,33,0,0,0,50,0,0,0,39,0,0,0,57,0,0
10-01-41,0,0,0,0,0,51,0,0,0,35,0,0,0,54,0,0
10-01-51,52,0,0,0,0,49,0,0,0,47,0,0,0,58,0,0
10-02-01,0,0,0,0,0,50,0,0,0,41,0,0,0,57,0,0
10-02-11,53,0,0,0,0,51,0,0,0,33,0,0,0,57,0,0
10-02-21,0,0,0,0,0,50,0,0,0,31,0,0,0,58,0,0
10-02-31,52,31,0,0,0,51,0,0,31,0,0,0,0,58,0,0
10-02-41,0,0,0,0,0,50,0,0,0,0,0,0,0,58,0,0
10-02-51,0,0,0,0,0,48,0,0,0,0,0,0,0,56,0,0
10-03-01,52,0,0,0,0,50,0,0,0,34,0,0,0,58,0,0
10-03-11,49,0,0,0,0,50,0,0,0,0,0,0,0,58,0,0
10-03-21,0,0,0,0,0,50,0,0,0,31,0,0,0,57,0,0
10-03-31,0,0,0,0,0,51,0,0,36,0,0,0,0,57,0,0
10-03-41,0,31,0,0,0,52,0,0,0,0,0,0,0,55,0,0
10-03-51,49,31,0,0,0,51,0,0,0,0,0,0,0,55,0,0
10-04-01,52,0,0,0,0,49,0,0,36,33,0,0,0,58,0,0
10-04-11,0,0,0,0,0,48,0,0,0,0,0,0,0,57,0,0
10-04-21,0,0,0,0,0,49,0,0,36,0,0,0,0,58,0,0
10-04-31,52,0,0,0,0,49,0,0,42,0,0,0,0,58,0,0
10-04-41,0,0,0,0,0,48,0,0,38,39,0,0,0,56,0,0
10-04-51,0,0,0,0,0,49,38,0,33,0,0,0,0,58,0,0
10-05-01,0,0,0,31,0,50,0,0,37,36,0,0,0,58,0,0
10-05-11,53,0,0,0,0,50,0,0,37,34,0,0,0,57,0,0
10-05-21,0,0,0,0,0,48,32,0,36,0,0,0,0,57,0,0
10-05-31,0,0,0,0,0,49,0,0,38,0,0,0,0,58,0,0
10-05-41,0,0,0,0,0,49,0,0,37,0,0,0,0,57,0,0
10-05-51,0,0,0,0,0,49,0,0,37,0,0,0,0,57,0,0
10-06-01,52,0,0,0,0,48,31,0,0,0,0,0,0,56,0,0
10-06-11,0,0,0,0,0,48,33,0,37,0,0,0,0,57,0,0
10-06-21,0,0,0,0,0,50,0,0,38,0,0,0,0,58,0,0
10-06-31,52,0,0,0,0,49,32,0,38,0,0,0,0,56,0,0
10-06-41,52,0,0,31,0,45,0,0,38,0,0,0,0,58,0,0
10-06-51,52,0,0,32,0,49,0,0,38,0,0,0,0,58,0,0
10-07-01,0,0,0,0,0,49,0,0,41,0,0,0,0,57,0,0
10-07-11,0,0,0,33,0,49,38,0,40,0,0,0,0,56,0,0
10-07-21,53,0,0,0,0,49,31,0,40,0,0,0,0,52,0,0
10-07-31,0,0,0,34,0,49,0,0,39,0,0,0,0,56,0,0
10-07-41,0,0,0,33,0,49,34,0,41,0,0,0,0,56,0,0
10-07-51,0,0,0,0,0,49,32,0,39,0,0,0,0,53,0,0
10-08-01,53,0,0,0,0,50,39,0,37,0,0,0,0,57,0,0
10-08-11,52,0,0,0,0,49,0,0,39,0,0,0,0,56,0,0
10-08-21,51,0,0,0,0,49,31,0,40,0,0,0,0,57,0,0
10-08-31,0,31,0,0,0,49,33,0,42,0,0,0,0,55,0,0
10-08-41,0,0,0,0,0,54,31,0,40,0,0,0,0,57,0,0
10-08-51,51,0,0,32,0,45,37,0,0,0,0,0,0,58,0,0
10-09-01,0,0,0,0,0,47,0,0,0,0,0,0,0,58,0,0
10-09-11,53,0,0,35,0,33,38,0,0,0,0,0,0,56,0,0
10-09-21,0,0,0,0,0,38,33,0,0,0,0,0,0,57,0,0
10-09-31,0,0,0,0,0,0,33,0,0,0,0,0,0,56,32,0
10-09-41,53,0,0,0,0,34,31,0,0,0,0,0,0,58,0,0
10-09-51,53,0,0,31,0,32,32,0,0,0,0,0,0,58,0,0
10-10-01,0,0,0,0,0,0,39,0,0,0,0,0,0,57,0,0
10-10-11,0,34,0,0,0,0,40,0,0,0,0,0,0,53,0,0
10-10-21,53,0,0,31,0,0,40,0,0,33,0,0,0,56,0,0
10-10-31,0,0,0,0,0,34,38,0,0,0,0,0,0,57,0,0
10-10-41,49,0,0,31,0,38,33,0,0,0,0,0,0,57,0,0
10-10-51,54,0,0,0,0,41,37,0,0,0,0,0,0,58,0,0
10-11-01,0,0,0,0,0,35,35,0,0,0,0,0,0,57,0,0
10-11-11,0,0,0,0,0,31,38,0,0,0,0,0,0,55,0,0
10-11-21,54,0,0,0,0,45,0,0,0,0,0,0,0,58,0,0
10-11-31,49,0,0,0,0,0,32,0,0,0,0,0,0,52,0,0
10-11-41,54,34,0,0,0,42,31,0,0,0,0,0,0,58,0,0
10-11-51,0,32,0,0,0,51,33,0,0,0,0,0,0,57,0,0
10-12-01,54,31,0,0,0,31,0,0,0,0,0,0,0,56,0,0
10-12-11,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0
10-12-21,0,31,0,0,0,0,33,0,0,0,0,0,0,54,0,0
10-12-31,0,0,0,0,0,0,33,0,0,0,0,0,0,58,0,0
10-12-41,0,0,0,0,0,0,32,0,0,0,0,0,0,56,0,0
10-12-51,0,0,0,0,0,31,0,0,0,0,0,0,0,56,0,0
10-13-01,0,0,0,0,0,32,0,0,0,0,0,0,0,55,0,0
10-13-11,0,36,0,0,0,33,0,0,0,0,0,0,0,56,0,0
10-13-21,53,0,0,0,0,0,31,0,0,0,0,0,0,56,0,0
10-13-31,0,0,0,31,0,34,0,0,0,0,0,0,0,55,0,0
10-13-41,54,0,0,0,0,34,0,0,0,0,0,0,0,52,0,0
10-13-51,0,33,0,31,0,33,0,0,0,0,0,0,0,57,0,0
10-14-01,0,0,0,0,0,31,0,0,0,0,0,0,0,56,0,0
10-14-11,0,0,0,0,0,32,0,0,0,0,0,0,0,55,0,0
10-14-21,0,31,0,0,0,33,0,0,0,0,0,0,0,56,0,0
10-14-31,0,0,0,0,0,31,31,0,0,0,0,0,0,56,0,0
10-14-41,0,0,0,0,0,0,31,0,0,31,0,0,0,55,0,0
10-14-51,0,32,0,0,0,0,31,0,0,0,0,0,0,55,0,0
10-15-01,0,0,0,0,0,0,31,0,0,0,0,0,0,54,0,0
10-15-11,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0
10-15-21,0,36,0,0,0,0,34,0,0,0,0,0,0,58,0,0
10-15-31,0,35,0,0,0,0,38,0,0,0,0,0,0,58,0,0
10-15-41,0,33,0,0,0,31,31,0,0,0,0,0,0,54,0,0
10-15-51,0,32,0,0,0,31,32,0,0,0,0,0,0,58,0,0
10-16-01,49,32,0,0,0,34,33,0,0,0,0,0,0,58,0,0
10-16-11,0,36,0,0,0,31,0,0,0,0,0,0,0,55,0,0
10-16-21,0,37,0,0,0,34,0,0,0,31,0,0,0,58,0,0
10-16-31,0,0,0,31,0,39,0,0,0,0,0,0,0,55,0,0
10-16-41,0,0,0,0,0,55,0,0,0,0,0,0,0,50,0,0
10-16-51,0,0,0,0,0,53,0,0,0,0,0,0,0,32,0,0
10-17-01,0,0,0,31,0,35,0,0,0,0,0,0,0,42,0,0
10-17-11,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0
10-17-21,0,0,0,0,0,33,0,0,0,0,0,0,0,44,0,0
10-17-31,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
10-17-41,0,0,0,0,0,41,33,0,0,0,0,0,0,43,0,0
10-17-51,0,0,0,0,0,31,0,0,0,0,0,0,0,44,0,0
10-18-01,0,0,0,0,0,31,0,0,0,0,0,0,0,36,0,0
10-18-11,0,0,0,31,0,32,32,0,0,35,0,0,0,32,0,0
10-18-21,0,47,0,0,0,0,37,0,0,0,0,0,0,33,0,0
10-18-31,31,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0
10-18-41,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-18-51,31,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0
10-19-01,31,0,0,0,0,0,31,0,0,34,0,0,0,0,0,0
10-19-11,0,0,0,0,0,0,33,0,0,0,0,0,0,44,0,0
10-19-21,0,0,0,0,0,0,37,0,0,0,0,0,0,51,0,0
10-19-31,0,35,0,0,0,0,40,0,0,0,0,0,0,31,0,0
10-19-41,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0
10-19-51,47,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0
10-20-01,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
10-20-11,47,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0
10-20-21,35,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0
10-20-31,0,0,0,0,0,0,33,0,0,0,0,0,0,33,0,0
10-20-41,38,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0
10-20-51,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0
10-21-01,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
10-21-11,35,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
10-21-21,0,0,0,0,0,31,0,32,0,0,0,0,0,0,0,0
10-21-31,38,0,0,31,0,0,0,36,0,0,0,0,0,0,0,0
10-21-41,33,0,0,0,0,31,0,0,0,0,0,0,0,31,0,0
10-21-51,0,0,0,33,0,0,0,0,42,31,0,0,0,32,0,0
10-22-01,0,0,0,0,0,36,0,0,34,0,0,0,0,0,0,0
10-22-11,31,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
10-22-21,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
10-22-31,35,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0
10-22-41,31,0,0,0,0,0,0,0,0,34,0,0,0,33,0,0
10-22-51,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-23-01,31,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0
10-23-11,31,0,0,0,0,0,0,0,0,36,0,0,0,31,0,0
10-23-21,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0
10-23-31,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-23-41,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0
10-23-51,31,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
10-24-01,0,31,0,31,0,0,0,0,0,37,0,0,0,0,0,0
10-24-11,31,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0
10-24-21,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0
10-24-31,0,31,0,0,0,0,0,0,0,31,0,0,0,0,0,0
10-24-41,0,31,0,0,0,0,0,0,0,40,0,0,0,0,0,0
10-25-01,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-25-21,31,35,0,0,0,0,0,0,0,31,0,0,0,0,0,0
10-25-31,0,33,0,0,0,0,0,0,0,31,0,0,0,0,0,0
10-25-41,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-25-51,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-26-01,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-26-11,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-26-41,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-26-51,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-27-01,0,0,0,31,0,0,0,0,0,31,0,0,0,0,0,0
10-27-11,0,0,0,31,0,0,0,0,0,32,0,0,0,0,0,0
10-27-21,31,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0
10-27-31,0,0,0,32,0,0,31,0,0,0,0,0,0,0,0,0
10-27-41,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-27-51,31,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0
10-28-01,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-28-11,0,0,0,0,0,0,0,0,0,31,0,0,0,0,34,0
10-28-21,31,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
10-28-31,0,31,0,0,0,0,0,0,0,0,0,0,0,0,31,0
10-28-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0
10-28-51,35,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0
10-29-01,0,0,0,31,0,0,0,0,0,46,0,0,0,31,0,0
10-29-11,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0
10-29-21,33,0,0,33,0,0,31,0,0,0,0,0,0,0,0,0
10-29-31,0,0,0,35,0,0,0,0,33,0,0,0,0,0,0,0
10-29-41,31,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0
10-29-51,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0
10-30-01,31,0,0,0,0,0,0,0,0,0,0,0,0,34,36,0
10-30-11,42,0,0,0,0,0,0,0,0,32,0,0,0,0,31,0
10-30-21,40,0,0,32,0,0,0,0,0,33,0,0,0,33,0,0
10-30-31,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
10-30-41,41,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0
10-30-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
10-31-11,0,0,0,0,0,0,35,0,0,42,0,0,0,31,33,0
10-31-21,0,0,0,37,0,31,0,0,0,36,0,0,0,36,0,0
10-31-31,0,0,0,31,0,34,0,0,0,0,0,0,0,34,0,0
10-31-41,0,0,0,37,0,34,0,0,0,31,0,0,0,0,0,0
10-31-51,0,32,0,31,0,0,0,0,0,0,0,0,0,0,0,0
10-32-01,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0
10-32-11,0,0,0,36,0,0,0,0,0,0,0,0,0,33,0,0
10-32-21,0,0,0,31,0,0,0,0,0,0,0,0,0,31,0,0
10-32-31,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0
10-32-41,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0
10-32-51,0,0,0,33,0,0,0,0,0,34,0,0,0,32,0,0
10-33-01,0,0,0,0,0,0,0,0,0,40,0,0,0,33,0,0
10-33-11,42,0,0,0,0,0,0,34,0,31,0,0,0,0,0,0
10-33-21,0,0,0,0,0,0,0,0,0,33,0,0,0,0,47,0
10-33-31,0,0,0,35,0,0,0,0,0,34,0,0,0,31,35,0
10-33-41,0,0,0,31,32,0,0,0,0,0,0,0,0,0,0,0
10-33-51,0,0,0,34,0,0,0,0,0,35,0,0,0,32,31,0
10-34-01,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0
10-34-11,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0
10-34-21,40,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
10-34-31,0,0,0,41,0,0,31,0,0,0,0,0,0,0,0,0
10-34-51,31,0,0,35,0,0,0,0,0,31,0,0,0,31,31,0
10-35-01,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
10-35-11,0,0,0,44,0,0,0,0,0,34,0,0,0,0,0,0
10-35-21,0,0,0,38,0,0,0,0,0,33,0,0,0,0,0,0
10-35-31,0,0,0,40,0,0,0,0,0,35,0,0,0,0,0,0
10-35-41,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
10-35-51,0,0,0,34,0,0,31,0,0,0,0,0,0,0,0,0
10-36-01,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0
10-36-11,0,0,0,31,0,0,0,0,0,32,0,0,0,0,0,0
10-36-21,0,0,0,0,0,0,36,0,0,0,0,0,0,0,35,0
10-36-31,0,0,0,0,0,0,31,0,0,33,0,0,0,0,0,0
10-36-41,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0
10-36-51,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
10-37-01,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0
10-37-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
10-37-21,36,0,0,44,0,0,0,0,0,0,0,0,0,0,33,0
10-37-31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-37-41,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
10-37-51,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0
10-38-01,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0
10-38-11,0,0,0,0,0,31,0,0,0,32,0,0,0,0,0,0
10-38-21,0,39,0,38,0,0,0,0,0,0,0,0,0,0,0,0
10-38-31,0,0,0,32,0,0,0,42,0,0,0,0,0,0,0,0
10-38-41,0,0,0,34,0,0,0,0,0,0,0,0,0,39,0,0
10-38-51,32,0,0,39,0,0,0,0,0,0,0,0,0,0,38,0
10-39-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
10-39-21,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-39-31,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-39-41,44,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
10-39-51,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0
10-40-01,0,0,0,35,38,0,0,0,0,34,0,0,0,0,0,0
10-40-11,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-40-21,0,0,0,38,0,0,0,0,0,43,0,0,0,0,33,0
10-40-31,0,31,0,42,0,0,0,0,0,0,0,0,0,33,0,0
10-40-41,0,0,0,32,0,0,0,0,0,0,0,0,0,33,31,0
10-40-51,0,0,0,0,0,0,0,0,0,31,0,0,0,35,0,0
10-41-01,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0
10-41-11,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
10-41-21,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0
10-41-31,0,0,0,34,31,0,0,0,0,0,0,0,0,34,0,0
10-41-41,0,0,0,31,0,0,0,0,0,0,0,0,0,32,0,0
10-41-51,0,33,0,43,0,31,0,0,0,0,0,0,0,0,0,0
10-42-01,0,0,0,49,0,0,0,0,0,31,0,0,0,0,0,0
10-42-11,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
10-42-51,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0
10-44-41,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0
10-47-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
10-47-51,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-48-51,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0
10-49-11,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
10-51-51,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0
10-52-51,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0
10-54-41,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0
10-54-51,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0
10-55-41,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0
10-55-51,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0
10-56-31,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0
10-56-41,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-57-01,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0
10-57-11,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-57-41,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0
10-58-01,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-58-11,53,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
10-58-31,40,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
10-58-41,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-58-51,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0
10-59-01,35,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
11-01-31,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
11-02-31,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
11-02-41,31,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0
11-02-51,0,42,0,39,0,0,0,0,0,0,0,0,0,0,0,0
11-03-01,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0
11-03-31,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
11-03-41,0,0,0,33,0,31,0,0,0,0,0,0,0,0,0,0
11-03-51,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0
11-04-01,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
11-04-11,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0
11-04-21,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
11-04-31,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0
11-04-41,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
11-04-51,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
11-05-01,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
11-05-21,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0
11-05-41,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
11-05-51,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
11-06-01,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
11-08-41,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0
11-08-51,0,31,0,35,0,0,0,0,0,0,0,0,0,0,0,0
11-09-21,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-09-31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-10-01,39,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0
11-10-11,31,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0
11-10-21,0,0,0,38,0,0,31,0,0,0,0,0,0,34,0,0
11-10-31,0,35,0,50,0,0,0,0,0,0,0,0,0,0,0,0
11-10-41,33,40,0,38,0,0,0,0,0,0,0,0,0,34,0,0
11-10-51,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
11-11-01,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-11-11,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0
11-11-31,31,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0
11-11-41,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-11-51,0,0,0,0,0,0,0,0,0,38,0,0,0,33,0,0
11-12-11,33,0,0,32,0,34,0,0,0,31,0,0,0,32,0,0
11-12-21,0,0,0,44,0,0,0,0,0,33,0,0,0,0,0,0
11-12-31,32,0,0,32,0,36,0,0,0,0,0,0,0,0,0,0
11-12-41,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
11-12-51,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-13-01,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-13-11,31,0,0,39,0,31,0,0,0,0,0,0,0,0,0,0
11-13-21,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0
11-13-31,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
11-13-41,0,0,0,0,0,0,0,0,0,0,0,0,0,34,31,0
11-13-51,0,0,0,38,0,0,0,0,0,0,0,0,31,0,0,0
11-14-01,0,0,0,36,0,0,32,0,0,0,0,0,0,33,0,0
11-14-11,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
11-14-31,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
11-14-41,31,0,0,31,0,0,34,0,0,0,0,0,0,34,0,0
11-14-51,0,0,0,44,0,0,0,0,0,33,0,0,0,0,0,0
11-15-01,0,0,0,0,0,0,32,0,0,31,0,0,0,36,31,0
11-15-11,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
11-15-21,0,0,0,34,0,0,35,0,0,37,0,0,0,41,0,0
11-15-31,0,0,0,36,0,0,32,0,0,33,0,0,0,36,0,0
11-16-01,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-16-11,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0
11-16-21,0,0,0,41,0,0,0,0,0,31,0,0,0,0,0,0
11-16-31,0,0,0,33,0,0,0,0,0,31,0,0,0,0,0,0
11-16-41,0,0,0,0,0,0,32,0,0,34,0,0,0,0,0,0
11-16-51,0,31,0,35,0,0,0,0,0,33,0,0,0,31,0,0
11-17-01,31,0,0,33,0,34,0,0,0,0,0,0,0,0,0,0
11-17-11,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0
11-17-21,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0
11-17-41,45,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0
11-17-51,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-18-01,0,0,0,40,0,0,31,0,0,0,0,0,0,0,0,0
11-18-11,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0
11-18-21,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0
11-18-31,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0
11-19-01,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0
11-19-11,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-19-21,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0
11-19-31,0,0,0,0,0,40,32,0,0,0,0,0,0,0,0,0
11-19-41,31,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
11-19-51,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0
11-20-01,0,0,0,40,0,0,0,0,0,0,0,0,0,33,0,0
11-20-11,0,0,0,0,0,0,34,0,0,0,0,0,0,35,39,0
11-20-21,0,0,0,32,0,0,31,0,0,0,0,0,0,35,0,0
11-20-31,31,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
11-20-41,35,0,0,31,0,0,0,0,0,0,0,0,0,32,0,0
11-21-01,0,0,0,35,0,31,0,0,0,32,0,0,0,0,0,0
11-21-11,31,0,0,32,0,35,0,0,0,0,0,0,0,0,0,0
11-21-21,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
11-21-31,0,0,0,0,0,0,32,0,33,0,0,0,0,0,0,0
11-21-51,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
11-22-01,35,0,0,38,0,33,0,0,0,0,0,0,0,0,0,0
11-22-21,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0
11-22-31,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0
11-22-41,31,0,0,31,0,31,0,0,0,0,0,0,0,0,0,0
11-22-51,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0
11-23-01,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-23-11,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0
11-23-31,0,0,0,37,0,0,33,0,0,0,0,0,0,0,0,0
11-23-41,0,0,0,48,0,0,53,0,0,0,0,0,0,0,0,0
11-23-51,0,0,0,32,0,0,33,0,0,0,0,0,0,0,0,0
11-24-11,31,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0
