date,Uriah,Veylan,Sofi,Neve,Elliot,Dash,Dario,Eleanor,Bodhi,Mary,Erin,Taj,Silas,Beatrice,Willa
12-03-21,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0
12-03-31,0,0,0,0,0,0,0,0,32,0,0,0,0,33,0,0
12-03-41,0,0,0,0,0,0,0,0,43,0,0,0,0,36,0,0
12-04-01,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-04-11,0,0,0,0,0,0,0,0,37,0,0,0,0,33,0,0
12-04-21,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0
12-04-31,0,0,0,0,0,0,0,0,32,0,0,0,0,43,0,0
12-04-41,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0
12-04-51,0,0,0,0,0,0,31,0,0,0,0,0,0,49,0,0
12-05-01,0,33,0,0,29,0,33,0,0,0,0,0,0,0,0,0
12-05-11,0,31,0,0,0,0,0,37,0,0,0,0,0,0,0,0
12-05-21,0,0,0,0,0,0,34,0,31,0,0,0,0,0,0,0
12-05-31,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
12-05-41,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0
12-05-51,0,0,0,0,0,0,36,0,0,0,0,0,0,29,0,0
12-06-21,0,35,0,0,0,0,0,0,0,0,0,0,37,0,0,0
12-06-31,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0
12-06-51,0,0,0,0,0,0,35,0,0,0,0,0,30,0,0,0
12-07-01,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0
12-07-11,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0
12-07-21,0,35,0,0,0,0,0,0,35,31,0,0,0,0,0,0
12-07-41,0,0,0,0,0,0,0,0,35,32,0,0,0,0,0,0
12-07-51,0,32,0,0,0,0,0,0,39,33,0,0,0,33,0,0
12-08-01,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0
12-08-11,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0
12-08-21,0,0,29,0,0,0,0,0,32,0,0,0,0,0,0,0
12-08-31,0,0,0,0,0,0,0,0,34,0,0,0,0,32,0,0
12-09-01,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0
12-09-11,0,0,30,0,0,0,0,0,30,0,0,0,0,0,0,0
12-09-31,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0
12-09-41,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0
12-09-51,0,0,0,0,0,0,0,0,34,0,0,0,0,33,0,0
12-10-01,0,47,0,0,0,0,0,0,40,0,0,0,0,0,0,0
12-10-11,0,44,0,0,0,0,0,0,39,0,0,0,0,0,0,0
12-10-21,0,47,0,0,0,0,0,0,39,0,0,0,0,33,0,0
12-10-31,0,36,0,0,0,0,0,0,32,0,0,0,0,0,0,0
12-10-41,0,48,0,0,0,0,0,0,44,0,0,0,0,30,0,0
12-10-51,0,44,0,0,0,0,0,0,43,0,0,0,0,0,0,0
12-11-01,0,45,0,0,0,0,0,0,42,0,0,0,0,0,0,0
12-11-11,0,34,0,0,0,0,0,0,40,0,0,0,0,0,0,0
12-11-21,0,44,0,0,0,0,0,0,33,0,0,0,0,33,0,0
12-11-31,0,0,45,34,0,0,0,0,0,31,0,0,0,0,0,0
12-11-51,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0
12-12-01,0,46,0,0,0,0,0,0,39,0,0,0,0,0,0,0
12-12-11,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0
12-12-21,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0
12-12-31,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0
12-12-41,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0
12-12-51,0,33,0,0,0,0,0,0,48,0,0,0,0,0,0,0
12-13-01,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0
12-13-11,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0
12-13-21,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0
12-13-31,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0
12-13-41,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0
12-13-51,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0
12-14-01,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0
12-14-11,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0
12-14-31,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0
12-14-41,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0
12-14-51,0,0,0,0,0,0,0,0,37,0,0,0,0,30,0,0
12-15-01,0,0,0,0,0,0,0,0,38,0,0,0,0,31,0,0
12-15-11,0,0,0,0,0,0,0,0,43,0,0,0,0,32,0,0
12-15-21,0,32,0,0,0,0,0,0,32,0,0,0,0,0,0,0
12-15-31,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0
12-15-41,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0
12-15-51,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0
12-16-01,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0
12-16-11,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0
12-16-21,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0
12-16-31,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0
12-16-41,0,34,0,0,0,0,0,0,48,0,0,0,0,0,0,0
12-16-51,0,31,0,0,0,0,0,0,45,0,0,0,0,0,0,0
12-17-01,0,30,0,0,0,0,0,0,51,0,0,0,0,0,0,0
12-17-11,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0
12-17-21,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0
12-17-31,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0
12-17-41,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0
12-17-51,0,0,0,0,0,0,32,0,49,0,0,0,0,0,0,0
12-18-01,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0
12-18-11,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0
12-18-21,0,30,0,0,0,0,0,0,43,0,0,0,0,0,0,0
12-18-31,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0
12-18-41,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0
12-18-51,0,0,0,0,0,0,0,0,33,0,0,0,0,31,0,0
12-19-01,0,0,0,0,0,0,0,0,33,0,0,0,0,31,0,0
12-19-11,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0
12-19-21,0,0,0,0,0,0,33,0,30,0,0,0,0,0,0,0
12-19-31,0,0,0,0,0,0,0,0,32,0,0,0,0,33,0,0
12-19-51,0,0,0,0,0,0,31,0,31,0,0,0,0,29,0,0
12-20-01,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0
12-20-11,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0
12-20-21,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0
12-20-31,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0
12-20-41,0,30,0,0,0,0,0,0,38,0,0,0,0,0,0,0
12-20-51,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0
12-21-01,0,34,0,0,0,0,0,0,39,0,0,0,0,0,0,0
12-21-11,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0
12-21-21,0,0,0,0,0,0,30,0,47,0,0,0,0,31,0,0
12-21-31,0,0,0,0,0,0,0,0,38,0,0,0,0,30,0,0
12-21-41,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0
12-21-51,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0
12-22-01,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0
12-22-11,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0
12-22-21,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0
12-22-31,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0
12-22-41,0,33,0,0,0,0,0,0,41,0,0,0,0,30,0,0
12-22-51,0,0,0,0,0,0,51,0,47,0,0,0,0,0,0,0
12-23-01,0,0,0,0,0,0,34,0,44,0,0,0,0,0,0,0
12-23-11,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0
12-23-21,0,0,0,0,0,0,0,0,45,0,0,0,0,30,0,0
12-23-31,0,0,0,0,0,0,40,0,45,0,0,0,0,0,0,0
12-23-41,0,33,0,0,0,0,0,0,34,0,0,0,0,34,0,0
12-23-51,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0
12-24-11,0,0,0,0,0,0,0,0,36,0,0,0,0,30,0,0
12-24-21,0,0,0,0,0,0,33,0,0,0,0,0,0,34,0,0
12-24-31,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0
12-25-21,0,33,0,0,0,0,33,0,0,0,0,0,0,30,0,0
12-25-31,0,0,0,0,0,0,35,0,34,0,0,0,0,35,0,0
12-25-41,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0
12-25-51,0,0,0,0,0,0,0,0,38,31,0,0,0,30,0,0
12-26-01,0,0,0,0,0,0,38,0,38,0,0,0,0,0,0,0
12-26-11,0,0,0,0,0,0,31,0,0,0,0,0,0,33,0,0
12-26-21,0,0,0,0,0,0,31,0,34,0,0,0,0,36,0,0
12-26-31,0,0,0,0,0,0,32,0,35,0,0,0,0,35,0,0
12-26-41,0,0,0,0,0,0,34,0,32,0,0,0,0,0,0,0
12-26-51,0,0,0,0,0,0,35,0,32,0,0,0,0,0,0,0
12-27-01,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0
12-27-11,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
12-27-21,0,0,0,0,0,0,37,0,0,34,0,0,0,0,0,0
12-27-31,0,31,0,0,0,0,31,0,0,0,0,0,0,0,0,0
12-27-41,0,0,0,0,0,0,33,0,0,34,0,0,0,0,0,0
12-27-51,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0
12-28-01,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
12-28-11,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0
12-28-31,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
12-28-41,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0
12-28-51,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0
12-29-01,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0
12-29-11,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0
12-29-21,0,0,0,0,0,0,37,0,34,0,0,0,0,0,0,0
12-29-31,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
12-29-41,0,31,0,0,0,0,33,0,0,0,0,0,0,0,0,0
12-29-51,0,0,0,0,0,0,34,0,0,0,0,30,0,0,0,0
12-30-01,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
12-30-11,0,30,0,0,0,0,37,0,0,0,0,0,0,0,0,0
12-30-21,0,33,0,0,0,0,30,0,0,0,0,0,0,30,0,0
12-30-31,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0
12-30-41,0,32,0,0,0,0,0,0,44,0,0,0,0,0,0,0
12-30-51,0,0,0,0,0,0,33,0,35,0,0,0,0,0,0,0
12-31-01,0,31,0,0,0,0,31,0,44,0,0,0,0,0,0,0
12-31-11,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0
12-31-21,0,0,0,0,0,0,33,0,36,0,0,0,0,0,0,0
12-31-31,0,0,0,0,0,0,0,0,37,0,0,0,0,32,0,0
12-31-41,0,0,0,0,0,0,0,0,41,0,0,0,0,34,0,0
12-31-51,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0
12-32-01,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0
12-32-11,0,32,0,0,0,0,0,0,37,0,0,0,0,0,0,0
12-32-21,0,0,0,0,0,0,35,0,36,0,0,0,0,0,0,0
12-32-31,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
12-32-41,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0
12-32-51,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
12-33-01,0,30,0,0,0,0,35,0,0,0,0,0,0,30,0,0
12-33-11,0,0,0,0,0,0,33,0,0,0,0,0,0,32,0,0
12-33-21,0,0,30,0,0,0,47,0,0,0,0,0,0,31,0,0
12-33-31,0,33,0,0,0,0,34,0,0,0,0,0,0,29,0,0
12-33-41,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0
12-33-51,0,43,34,0,0,0,0,0,0,0,0,0,0,0,0,0
12-34-01,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
12-34-11,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-34-21,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-34-31,0,29,0,0,0,0,34,0,0,0,0,0,0,0,0,0
12-34-41,0,38,0,0,0,0,0,0,30,0,0,0,0,0,0,0
12-35-11,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0
12-35-21,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0
12-35-31,0,32,0,29,0,0,34,0,0,0,0,0,0,35,0,0
12-35-41,0,0,0,0,0,0,37,0,31,0,0,0,0,0,0,0
12-35-51,0,33,0,0,0,0,30,0,0,0,0,0,0,0,0,0
12-36-01,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0
12-36-11,0,30,0,0,0,0,38,0,0,0,0,0,0,0,34,0
12-36-21,0,0,0,0,0,0,0,0,0,0,0,0,0,32,33,0
12-36-31,0,30,0,0,0,0,0,0,0,0,0,0,0,30,0,0
12-36-41,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0
12-36-51,0,0,0,0,0,0,33,0,0,0,0,0,0,32,0,0
12-37-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
12-37-11,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0
12-37-21,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-37-31,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0
12-37-51,0,0,0,0,0,0,0,0,0,0,0,0,0,29,32,0
12-38-01,0,31,0,30,0,0,0,0,0,0,0,0,0,0,0,0
12-38-11,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0
12-38-31,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0
12-38-51,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0
12-39-01,0,0,0,0,0,0,32,0,32,0,0,0,0,0,0,0
12-39-11,0,0,0,0,0,0,0,0,42,0,0,0,0,0,30,0
12-39-21,0,0,0,0,0,0,30,0,38,0,0,0,0,0,0,0
12-39-31,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-39-41,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0
12-39-51,0,30,0,0,0,0,33,0,0,0,0,0,0,37,0,0
12-40-01,0,0,0,0,0,0,34,0,0,33,0,0,0,35,0,0
12-40-11,0,0,35,0,0,0,33,0,0,38,0,0,0,38,0,0
12-40-21,0,0,0,0,0,0,31,0,0,0,0,0,0,34,0,0
12-41-01,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0
12-41-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
12-42-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0
12-42-31,0,0,0,0,0,0,36,0,0,0,0,0,0,36,0,0
12-42-41,0,0,38,0,0,0,0,0,0,0,0,0,0,0,33,0
12-43-01,0,0,0,0,0,0,34,0,31,0,0,0,0,0,0,0
12-43-41,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
12-44-01,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0
12-44-11,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0
12-44-31,0,0,33,0,0,0,0,0,0,0,0,0,0,0,36,0
12-44-41,0,33,0,0,0,0,0,0,0,30,0,0,0,0,0,0
12-44-51,0,0,35,0,0,0,29,0,32,0,0,0,0,0,35,0
12-45-01,0,0,0,0,0,0,0,0,0,30,0,0,0,35,36,0
12-45-11,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
12-45-21,0,0,0,0,0,0,34,0,0,31,0,0,0,30,0,0
12-45-41,0,0,0,0,0,0,0,0,0,46,0,0,0,52,0,0
12-45-51,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0
12-46-01,40,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0
12-46-21,0,0,0,0,0,0,0,0,33,33,0,0,0,0,0,0
12-46-31,0,0,0,0,0,0,0,0,0,29,0,30,0,0,0,0
12-46-51,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0
12-47-21,0,0,0,0,0,0,0,0,0,0,0,0,0,29,30,0
12-47-31,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
12-47-51,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
12-48-21,0,0,0,0,0,0,0,35,0,0,0,0,0,33,0,0
12-48-31,0,32,31,0,0,0,0,0,0,0,0,0,0,0,0,0
12-48-51,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0
12-49-01,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0
12-49-31,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-49-41,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
12-49-51,0,0,31,0,0,0,0,0,33,0,0,0,0,0,0,0
12-50-21,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-50-31,0,0,0,0,0,0,34,0,39,0,0,0,29,0,30,0
12-50-41,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0
12-51-01,0,0,34,0,0,0,0,0,0,30,0,0,0,33,32,0
12-51-11,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0
12-51-31,0,0,0,29,0,0,0,0,0,0,0,0,0,0,31,0
12-52-01,0,33,33,0,0,0,30,0,0,0,0,0,0,0,0,0
12-52-11,0,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0
12-52-21,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0
12-52-41,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
12-52-51,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-53-11,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0
12-53-21,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0
12-54-31,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0
12-54-41,0,0,0,0,0,0,0,0,33,30,0,0,0,29,0,0
12-55-01,0,0,0,0,0,0,0,0,0,38,0,0,0,34,0,0
12-55-11,0,43,0,0,0,0,0,0,0,38,0,0,0,34,0,0
12-55-21,0,43,0,0,0,0,0,0,0,36,0,0,0,34,0,0
12-55-31,0,37,0,0,0,0,0,0,0,32,0,0,0,32,0,0
12-55-41,0,38,0,0,0,0,0,0,30,33,0,0,0,33,0,0
12-55-51,0,43,0,0,0,0,0,0,0,36,0,0,0,32,0,0
12-56-01,0,43,0,0,0,0,0,0,0,36,0,0,0,33,0,0
12-56-11,0,38,0,0,0,0,0,0,0,35,0,0,0,34,0,0
12-56-21,0,36,0,0,0,0,0,0,0,36,0,0,0,34,0,0
12-56-31,0,48,0,0,0,0,0,0,0,36,0,0,0,35,0,0
12-56-41,0,48,0,0,0,0,0,0,0,36,0,0,0,35,0,0
12-56-51,0,46,0,0,0,0,0,0,0,37,0,0,0,35,0,0
12-57-01,0,45,0,0,0,0,0,0,0,35,0,0,0,33,0,0
12-57-11,0,39,0,0,0,0,0,0,0,36,0,0,0,35,0,0
12-57-21,0,39,0,0,0,0,0,0,0,36,0,0,0,33,0,0
12-57-31,0,37,0,0,0,0,0,0,0,34,0,0,0,31,0,0
12-57-41,0,34,0,0,0,0,0,0,0,37,0,0,0,33,0,0
12-57-51,0,38,0,0,0,0,0,0,0,35,0,0,0,34,0,0
12-58-01,0,37,0,0,0,0,0,0,0,35,0,0,0,34,0,0
12-58-11,0,36,0,0,0,0,0,0,0,35,0,0,0,35,0,0
12-58-21,0,39,0,0,0,0,0,0,0,34,0,0,0,33,0,0
12-58-31,0,36,0,0,0,0,0,0,0,36,0,0,0,35,0,0
12-58-41,0,38,0,0,0,0,0,0,0,37,0,0,0,36,0,0
12-58-51,0,36,0,0,0,0,0,0,0,37,0,0,0,35,0,0
12-59-01,0,32,0,0,0,0,0,0,0,35,0,0,0,35,0,0
12-59-11,0,34,0,0,0,0,0,0,0,36,0,0,0,34,0,0
12-59-21,0,34,0,0,0,0,0,0,0,33,0,0,0,32,0,0
12-59-31,0,41,0,0,0,0,0,0,0,38,0,0,0,35,0,0
12-59-41,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-59-51,0,41,0,0,0,0,0,0,0,33,0,0,0,33,0,0
13-00-01,0,40,0,0,0,0,0,0,0,33,0,0,0,33,0,0
13-00-11,0,43,0,0,0,0,0,0,0,31,0,0,0,31,0,0
13-00-21,0,36,0,0,0,0,0,0,0,32,0,0,0,31,0,0
13-00-31,0,39,0,0,0,0,0,0,0,34,0,0,0,33,0,0
13-00-41,0,38,0,0,0,0,0,0,0,34,0,0,0,30,0,0
13-00-51,0,43,0,0,0,0,0,0,0,0,0,0,0,30,0,0
13-01-01,0,43,0,0,0,0,0,0,0,32,0,0,0,30,0,0
13-01-11,0,46,0,0,0,0,0,0,0,31,0,0,0,32,0,0
13-01-21,0,42,0,0,0,0,0,0,0,34,0,0,0,34,0,0
13-01-31,0,45,0,0,0,0,0,0,0,34,0,0,0,32,0,0
13-01-41,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-01-51,0,45,0,0,0,0,0,0,0,0,0,0,0,0,29,0
13-02-01,0,43,0,0,0,0,0,0,0,0,0,0,0,0,34,0
13-02-11,0,42,0,0,0,0,0,0,0,0,0,0,0,0,32,0
13-02-21,0,44,0,0,0,0,0,0,0,30,0,0,0,29,36,0
13-02-31,0,42,0,0,0,0,0,0,0,0,0,0,0,0,32,0
13-02-41,0,44,45,0,0,0,0,0,0,0,0,0,0,0,31,0
13-02-51,0,49,0,0,0,0,0,0,0,33,0,0,0,30,38,0
13-03-01,0,49,0,0,0,0,0,0,30,33,0,0,0,31,40,0
13-03-11,0,46,0,0,0,0,0,0,30,0,0,0,0,0,36,0
13-03-21,0,48,0,0,0,0,0,0,0,35,0,0,0,32,32,0
13-03-31,0,42,0,0,0,0,0,0,0,31,0,0,0,0,34,0
13-03-41,0,45,0,0,0,0,0,0,0,34,0,0,0,32,40,0
13-03-51,0,0,0,0,0,0,0,0,0,33,0,0,0,0,32,0
13-04-01,0,0,0,0,0,0,0,0,35,32,0,0,0,0,0,0
13-04-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
13-04-21,0,0,0,0,0,0,0,0,0,39,0,0,0,33,0,0
13-04-31,0,0,0,0,0,0,0,0,0,36,0,0,0,30,36,0
13-04-41,0,0,31,0,0,0,0,0,0,30,0,0,0,35,0,0
13-04-51,0,0,30,0,0,0,0,0,31,33,0,0,0,34,31,0
13-05-01,0,0,0,0,0,0,35,0,0,32,0,0,0,0,0,0
13-05-11,0,0,0,0,0,0,0,0,37,39,0,0,0,33,0,0
13-05-21,0,0,0,0,0,0,32,0,0,30,0,0,0,31,0,0
13-05-31,0,0,32,0,0,0,33,0,0,30,0,0,0,0,36,0
13-05-41,0,0,0,0,0,0,31,0,38,0,0,0,0,30,0,0
13-05-51,0,0,0,0,0,0,0,31,0,35,0,0,0,31,0,0
13-06-01,0,0,0,0,0,0,0,0,0,33,0,0,0,30,0,0
13-06-11,0,0,0,0,0,0,0,0,0,38,0,0,0,32,0,0
13-06-21,0,0,0,0,0,0,0,0,0,39,0,0,0,30,0,0
13-06-31,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0
13-06-41,0,0,0,0,0,0,0,0,0,35,0,0,0,30,0,0
13-06-51,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0
13-07-01,0,0,0,0,0,0,0,0,30,38,0,0,0,0,0,0
13-07-11,0,0,0,0,0,0,0,0,44,0,0,0,0,30,33,0
13-07-21,0,0,0,0,0,0,0,0,35,32,0,0,0,32,31,0
13-07-31,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0
13-07-41,0,0,0,0,0,0,0,0,32,33,0,0,0,0,0,0
13-07-51,0,0,0,0,0,0,0,0,32,31,0,0,0,30,0,0
13-08-01,0,0,0,0,0,0,0,0,32,33,0,0,0,30,0,0
13-08-11,0,0,0,0,0,0,0,0,30,34,0,0,0,0,0,0
13-08-21,0,0,0,0,0,0,34,0,33,0,0,0,0,0,0,0
13-08-31,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0
13-08-41,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0
13-08-51,0,0,0,0,0,0,38,0,31,0,0,0,0,0,0,0
13-09-01,0,0,0,0,0,0,31,0,32,0,0,0,0,0,0,0
13-09-11,0,0,0,0,0,0,0,0,34,0,0,0,0,30,0,0
13-09-21,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0
13-09-31,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0
13-09-51,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0
13-10-01,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0
13-10-11,0,0,0,0,0,0,31,0,35,0,0,0,0,0,0,0
13-10-21,0,0,0,0,0,0,43,0,0,0,0,0,31,0,0,0
13-10-31,0,0,0,0,0,0,38,0,31,0,0,0,0,0,0,0
13-10-41,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0
13-10-51,0,0,0,0,0,0,48,0,36,0,0,0,0,33,30,0
13-11-01,0,31,43,38,0,0,35,0,0,0,0,0,0,33,0,0
13-11-11,0,0,30,0,0,0,0,0,0,0,0,0,0,0,32,0
13-11-21,0,30,0,0,0,0,0,0,0,32,0,0,0,0,0,0
13-11-31,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
13-11-41,0,0,0,0,0,0,0,0,0,32,0,0,0,0,30,0
13-12-31,0,30,0,0,0,0,0,0,0,32,0,0,0,34,0,0
13-12-41,0,31,0,0,0,0,0,0,0,0,0,35,0,30,29,0
13-12-51,0,0,0,40,0,0,0,0,0,0,0,0,32,0,0,0
13-13-01,0,30,0,0,0,0,0,0,0,31,0,0,0,37,30,0
13-13-11,0,0,0,39,0,0,0,0,0,0,0,0,0,30,0,0
13-13-51,0,0,0,0,0,0,0,0,0,0,0,0,0,33,31,0
13-14-01,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
13-14-11,0,0,0,0,0,0,39,0,32,0,0,0,0,0,0,0
13-14-21,31,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
13-14-41,0,0,35,0,0,0,34,0,0,0,0,0,0,0,0,0
13-14-51,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0
13-15-01,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
13-15-11,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0
13-15-31,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
13-15-41,0,0,39,0,0,0,41,0,0,0,0,0,0,0,0,0
13-16-21,38,0,33,0,0,0,30,0,0,0,0,0,0,0,0,0
13-17-11,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0
13-17-21,0,0,33,0,0,0,29,0,0,0,0,0,0,0,0,0
13-17-41,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
